,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
2497,Tranway Technologies,EBITDA Ann. margin %,-,-, ,-,6.24%,8.92%,7.44%,6.89%,11.85%,10.29%,7.35%,5.96%,,
2498,Tranway Technologies,Interest Ann.,0%,-7.8%, ,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0,,
2499,Tranway Technologies,Depr.,-,-, ,0,0,0,0.1,0.1,0.1,,,,,
2500,Tranway Technologies,PBT Ann.,-,-, ,-0.3,0.1,0.3,0.2,0.1,0.1,0.3,0.2,0.2,,
2501,Tranway Technologies,Tax Ann.,-,-, ,,0,0.1,0.1,0,0,0.1,0,0.1,,
2502,Tranway Technologies,PAT Before ExtraOrdinary Items Ann.,-,-, ,-0.3,0.1,0.2,0.1,0,0.1,0.2,0.1,0.1,,
2503,Tranway Technologies,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,,
2504,Tranway Technologies,Net Profit Ann.,-,-, ,-0.3,0.1,0.2,0.1,0,0.1,0.2,0.1,0.1,,
2505,Tranway Technologies,NPM Ann. %,-,-, ,-8.08%,1.28%,3.95%,2.08%,0.38%,1.89%,4.67%,2.88%,3.97%,,
2506,Tranway Technologies,EPS Adj. latest Ann.,-,-, ,-0.3,0,0.2,0.1,0,0.1,0.2,0.1,0.1,,
2507,Tranway Technologies,Annual Reports, , , , , , ,,,, , , ,,
2508,Hindprakash Industries,Total Rev. Ann.,-0.1%,-0.4%,104.5,104.5,100.8,102.6,104.8,91.6,106.6,98,87.5,86.1,83.5,
2509,Hindprakash Industries,Operating Rev. Ann.,-0.6%,-0.6%,101.8,101.8,99.5,100.8,103.7,90.1,105,96.7,87.3,86.1,83.5,
2510,Hindprakash Industries,Other Income Ann.,34.9%,11%,2.7,2.7,1.3,1.8,1.1,1.5,1.6,1.4,0.2,,0,
2511,Hindprakash Industries,Operating Exp. Ann.,-0.2%,-0.2%,99.2,99.2,95.6,97,99.9,87.2,100.4,92.5,82.6,81.5,79.2,
2512,Hindprakash Industries,Operating Exp. Ann.,-0.2%,-0.2%,99.2,99.2,95.6,97,99.9,87.2,100.4,92.5,82.6,81.5,79.2,
2513,Hindprakash Industries,Operating Profit Ann.,-11.9%,-10.8%,2.6,2.6,3.9,3.8,3.8,2.9,4.6,4.2,4.8,4.6,4.3,
2514,Hindprakash Industries,OPM Ann. %,-11.7%,-10.2%, ,2.52%,3.87%,3.72%,3.66%,3.18%,4.31%,4.24%,5.44%,5.33%,5.15%,
2515,Hindprakash Industries,Total Exp. Ann.,0.4%,0.1%, ,102.3,98.6,99.2,101,88.4,101.9,94,83.9,82.9,80.6,
2516,Hindprakash Industries,Other Exp. Ann.,44.2%,6.7%,3.6,3.6,0.9,0.8,1.2,1.1,2.6,2.3,1.9,3.3,2.7,
2517,Hindprakash Industries,Employee Exp. Ann.,27.4%,10.3%,3,3.1,1.8,1.2,1.5,1.5,1.9,1.5,1.6,1.6,1.5,
2518,Hindprakash Industries,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
2519,Hindprakash Industries,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
2520,Hindprakash Industries,EBITDA Ann.,2.7%,-3.1%, ,5.3,5.2,5.6,4.9,4.4,6.2,5.5,5,4.6,4.3,
2521,Hindprakash Industries,EBITDA Ann. margin %,2.6%,-2.6%, ,5.08%,5.13%,5.44%,4.71%,4.81%,5.80%,5.61%,5.66%,5.34%,5.16%,
2522,Hindprakash Industries,Interest Ann.,44.2%,17.6%,2.7,2.7,2.6,1.8,0.9,1,1.2,1.3,1.2,1.3,1.3,
2523,Hindprakash Industries,Depr.,26%,14.9%,0.4,0.4,0.4,0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.1,
2524,Hindprakash Industries,PBT Ann.,-16.7%,-14.4%,2.2,2.2,2.1,3.3,3.8,3.2,4.8,4.1,3.6,3.2,2.9,
2525,Hindprakash Industries,Tax Ann.,-15.7%,-15.6%,0.6,0.6,0.6,0.9,1,0.8,1.4,1.2,1.2,1.1,1,
2526,Hindprakash Industries,PAT Before ExtraOrdinary Items Ann.,-17%,-14%, ,1.6,1.5,2.5,2.8,2.4,3.4,2.9,2.4,2.1,1.9,
2527,Hindprakash Industries,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,
2528,Hindprakash Industries,Net Profit Ann.,-17%,-14%,1.6,1.6,1.5,2.5,2.8,2.4,3.4,2.9,2.4,2.1,1.9,
2529,Hindprakash Industries,NPM Ann. %,-15.8%,-13%, ,1.61%,1.54%,2.43%,2.70%,2.67%,3.23%,2.96%,2.68%,2.45%,2.30%,
2530,Hindprakash Industries,EPS Adj. latest Ann.,-17.6%,-14.1%, ,1.4,1.3,2.2,2.5,2.1,3,2.5,2.1,1.9,1.7,
2531,Hindprakash Industries,Result Notes, , , ,Notes, ,Notes, , , , , , , ,
2532,Hindprakash Industries,Annual Reports, , , , ,,, , , , , , , ,
2533,Gian Life Care,Total Rev. Ann.,8.5%,87.2%,13,,13.8,12.6,16.4,10.8,7.8,0.6,,,,
2534,Gian Life Care,Operating Rev. Ann.,7.7%,85.3%,12.3,,13.1,11.9,15.9,10.5,7.7,0.6,,,,
2535,Gian Life Care,Other Income Ann.,26%,-,0.7,,0.6,0.7,0.5,0.3,0.1,,,,,
2536,Gian Life Care,Operating Exp. Ann.,-2.3%,76.7%,6.5,,6.9,9.9,9.9,7.4,5.6,0.4,,,,
2537,Gian Life Care,Operating Exp. Ann.,-2.3%,76.7%,6.5,,6.9,9.9,9.9,7.4,5.6,0.4,,,,
2538,Gian Life Care,Operating Profit Ann.,26%,98.7%,5.8,,6.2,2,6,3.1,2,0.2,,,,
2539,Gian Life Care,OPM Ann. %,16.5%,10.5%, ,,44.93%,15.98%,36.67%,28.40%,25.97%,27.25%,,,,
2540,Gian Life Care,Total Exp. Ann.,-0.4%,73.7%, ,,7.9,10.8,10.6,8,6.2,0.5,,,,
2541,Gian Life Care,Other Exp. Ann.,14%,84.7%,4.4,,4.3,5.6,5.8,2.9,3,0.2,,,,
2542,Gian Life Care,Employee Exp. Ann.,0%,35.1%,0.8,,0.9,1.6,1.3,0.9,1.1,0.2,,,,
2543,Gian Life Care,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
2544,Gian Life Care,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
2545,Gian Life Care,EBITDA Ann.,27.3%,102.4%, ,,6.8,2.7,6.5,3.3,2.1,0.2,,,,
2546,Gian Life Care,EBITDA Ann. margin %,16.8%,12%, ,,49.58%,21.47%,39.74%,31.10%,27.27%,28.12%,,,,
2547,Gian Life Care,Interest Ann.,18.6%,-,0.4,,0.5,0.4,0.4,0.3,0.3,0,,,,
2548,Gian Life Care,Depr.,18.6%,-,0.4,,0.5,0.5,0.3,0.3,0.3,0,,,,
2549,Gian Life Care,PBT Ann.,28.2%,126%,5.6,,5.9,1.8,5.9,2.8,1.6,0.1,,,,
2550,Gian Life Care,Tax Ann.,31.7%,-,1.5,,1.6,0.5,1.5,0.7,0.4,0,,,,
2551,Gian Life Care,PAT Before ExtraOrdinary Items Ann.,29.1%,112.2%, ,,4.3,1.3,4.4,2,1.1,0.1,,,,
2552,Gian Life Care,Minority Interest Income Ann.,-,-, ,,-,-,-,-,-,-,,,,
2553,Gian Life Care,Net Profit Ann.,29.1%,112.2%,4.1,,4.3,1.3,4.4,2,1.1,0.1,,,,
2554,Gian Life Care,NPM Ann. %,19.3%,21.4%, ,,32.74%,10.54%,27.46%,19.29%,14.73%,12.43%,,,,
2555,Gian Life Care,EPS Adj. latest Ann.,28.1%,111.2%, ,,4.2,1.2,4.2,2,1.1,0.1,,,,
2556,Gian Life Care,Result Notes, , , ,, ,Notes, , , , ,,,,
2557,Gian Life Care,Annual Reports, , , ,,,,,,, ,,,,
2558,Vaxtex Cotfab,Total Rev. Ann.,-53.2%,-25.5%,6.4,6.4,17.2,76.5,62.3,26.2,27.8,22,18.5,4.5,0.7,
2559,Vaxtex Cotfab,Operating Rev. Ann.,-55.9%,-28.2%,5.3,5.3,16.6,75.6,61.9,26.2,27.8,22,18.5,4.3,0.6,
2560,Vaxtex Cotfab,Other Income Ann.,40.1%,-,1.1,1.1,0.5,0.9,0.4,0.1,0,0.1,,0.1,0,
2561,Vaxtex Cotfab,Operating Exp. Ann.,-53.8%,-26.1%,5.8,5.8,25.8,76,58.9,24.7,26.4,21,18.1,4.4,0.6,
2562,Vaxtex Cotfab,Operating Exp. Ann.,-53.8%,-26.1%,5.8,5.8,25.8,76,58.9,24.7,26.4,21,18.1,4.4,0.6,
2563,Vaxtex Cotfab,Operating Profit Ann.,-,-,-0.5,-0.5,-9.1,-0.4,3,1.4,1.4,1,0.4,-0.1,-0,
2564,Vaxtex Cotfab,OPM Ann. %,-,-, ,-7.85%,-53.32%,-0.50%,4.83%,5.47%,4.93%,4.33%,2.04%,-1.96%,-2.61%,
2565,Vaxtex Cotfab,Total Exp. Ann.,-53.7%,-26.3%, ,6,26,76.9,60.3,26,27.6,21.1,18.2,4.4,0.6,
2566,Vaxtex Cotfab,Other Exp. Ann.,-46%,0%,0.6,0.6,3.8,5,3.8,0.7,0.6,4.7,3.4,0.2,0,
2567,Vaxtex Cotfab,Employee Exp. Ann.,-53.6%,-40.1%,0.1,0.1,0.1,0.7,1,0.6,1.3,1.9,1.3,0.1,0.1,
2568,Vaxtex Cotfab,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
2569,Vaxtex Cotfab,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
2570,Vaxtex Cotfab,EBITDA Ann.,-43.9%,-15.6%, ,0.6,-8.6,0.5,3.4,1.5,1.4,1,0.4,0.1,0,
2571,Vaxtex Cotfab,EBITDA Ann. margin %,21.9%,14.5%, ,9.84%,-50.25%,0.67%,5.43%,5.72%,5.00%,4.53%,2.04%,1.13%,1.74%,
2572,Vaxtex Cotfab,Interest Ann.,-55%,-38.1%,0.1,0.1,0.1,0.6,1.1,1.1,1.1,0,,,,
2573,Vaxtex Cotfab,Depr.,-30.7%,0%,0.1,0.1,0.2,0.3,0.3,0.2,0.1,0.1,0.1,0,,
2574,Vaxtex Cotfab,PBT Ann.,-41.5%,14.9%,0.4,0.4,-8.8,1.2,2,0.3,0.2,0.9,0.3,0,0,
2575,Vaxtex Cotfab,Tax Ann.,-,-,-0.5,-0.5,,0,0.5,0.1,0.1,0.3,0.1,0,,
2576,Vaxtex Cotfab,PAT Before ExtraOrdinary Items Ann.,-15.7%,55.2%, ,0.9,-8.8,1.1,1.5,0.2,0.1,0.6,0.2,0,0,
2577,Vaxtex Cotfab,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,
2578,Vaxtex Cotfab,Net Profit Ann.,-15.7%,55.2%,0.9,0.9,-8.8,1.1,1.5,0.2,0.1,0.6,0.2,0,0,
2579,Vaxtex Cotfab,NPM Ann. %,91.6%,119.5%, ,16.81%,-53.15%,1.49%,2.39%,0.68%,0.33%,2.73%,0.92%,0.42%,1.24%,
2580,Vaxtex Cotfab,EPS Adj. latest Ann.,0%,-, ,0.1,-0.5,0.1,0.1,0,0,0,0,,,
2581,Vaxtex Cotfab,Annual Reports, , , , , , , , , , , , , ,
2582,Valencia Nutrition,Total Rev. Ann.,-,30.5%,,9.1,1.7,1.5,,1,2.4,1.5,0.4,0.7,,
2583,Valencia Nutrition,Operating Rev. Ann.,-,28.8%,,8.5,1.3,1.5,,1,2.4,1.4,0.4,0.7,,
2584,Valencia Nutrition,Other Income Ann.,-,-,,0.7,0.3,,,0,,0.1,0,0,,
2585,Valencia Nutrition,Operating Exp. Ann.,-,-,,-,3,2.7,0.6,3.9,6.6,3.6,1.5,2.2,,
2586,Valencia Nutrition,Operating Exp. Ann.,-,-,,-,3,2.7,0.6,3.9,6.6,3.6,1.5,2.2,,
2587,Valencia Nutrition,Operating Profit Ann.,-,-,,-,-1.6,-1.2,-0.6,-2.9,-4.2,-2.2,-1.1,-1.4,,
2588,Valencia Nutrition,OPM Ann. %,-,-,,-,-97.97%,-81.42%,"-145,800.00%",-296.67%,-175.78%,-144.18%,-257.51%,-193.65%,,
2589,Valencia Nutrition,Total Exp. Ann.,126.2%,3.9%,,8.1,3,2.7,0.7,4.1,6.7,3.6,1.6,2.2,,
2590,Valencia Nutrition,Other Exp. Ann.,79.2%,12.1%,,2.3,0.7,0.8,0.4,1,1.3,1.6,0.6,1,,
2591,Valencia Nutrition,Employee Exp. Ann.,71%,-15.3%,,1,0.4,0.3,0.2,1.1,2.3,1.4,0.5,0.6,,
2592,Valencia Nutrition,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
2593,Valencia Nutrition,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
2594,Valencia Nutrition,EBITDA Ann.,-,-,,-,-1.3,-1.2,-0.6,-2.9,-4.2,-2.1,-1.1,-1.4,,
2595,Valencia Nutrition,EBITDA Ann. margin %,-,-,,-,-79.01%,-81.42%,"-145,700.00%",-294.31%,-175.71%,-138.95%,-254.52%,-192.96%,,
2596,Valencia Nutrition,Interest Ann.,-,-,,0.1,0,,0,0.1,0,,0,,,
2597,Valencia Nutrition,Depr.,26%,14.9%,,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,,
2598,Valencia Nutrition,PBT Ann.,-,-,,1.1,-1.4,-1.3,-0.7,-3.6,-4.3,-2.1,-1.2,-1.5,,
2599,Valencia Nutrition,Tax Ann.,-,-,,,,,,,,,,,,
2600,Valencia Nutrition,PAT Before ExtraOrdinary Items Ann.,-,-,,1.1,-1.4,-1.3,-0.7,-3.6,-4.3,-2.1,-1.2,-1.5,,
2601,Valencia Nutrition,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,-,-,-,,
2602,Valencia Nutrition,Net Profit Ann.,-,-,,1.1,-1.4,-1.3,-0.7,-3.6,-4.3,-2.1,-1.2,-1.5,,
2603,Valencia Nutrition,NPM Ann. %,-,-,,12.67%,-103.69%,-86.45%,,-374.57%,-182.78%,-151.16%,-280.93%,-200.13%,,
2604,Valencia Nutrition,EPS Adj. latest Ann.,-,-,,0.6,-0.8,-0.7,-0.4,-2.1,-2.6,-1.3,-0.7,-0.9,,
2605,Valencia Nutrition,Annual Reports, , ,, , , , ,,, , , ,,
2606,CMS Info Systems,Total Rev. Ann.,16.8%,14.2%,"2,264.7","2,264.7","2,124.7","1,730.6","1,421.2","1,145.2","1,168",920.6,757,,,
2607,CMS Info Systems,Operating Rev. Ann.,16.4%,13.9%,"2,222.9","2,222.9","2,046.8","1,703.8","1,407.7","1,130.9","1,162.1",903,741.9,,,
2608,CMS Info Systems,Other Income Ann.,45.8%,47.9%,41.8,41.8,77.8,26.8,13.5,14.3,5.9,17.6,15.2,,,
2609,CMS Info Systems,Operating Exp. Ann.,16.9%,12.2%,"1,653.7","1,653.7","1,507.4","1,222.2","1,034.6",868.9,931.8,754.4,619.7,,,
2610,CMS Info Systems,Operating Exp. Ann.,16.9%,12.2%,"1,653.7","1,653.7","1,507.4","1,222.2","1,034.6",868.9,931.8,754.4,619.7,,,
2611,CMS Info Systems,Operating Profit Ann.,15.1%,19.8%,569.2,569.3,539.4,481.6,373.1,262,230.3,148.6,122.1,,,
2612,CMS Info Systems,OPM Ann. %,-1.4%,5%, ,25.14%,25.39%,27.83%,26.25%,22.88%,19.72%,16.14%,16.13%,,,
2613,CMS Info Systems,Total Exp. Ann.,17.1%,13.1%, ,"1,824.3","1,665.8","1,365.5","1,136.2",934.6,986.6,780.5,641.3,,,
2614,CMS Info Systems,Other Exp. Ann.,16.6%,13.9%,"1,279.3","1,279.3","1,181.8","1,015.1",807.8,614.2,666.9,621.4,508.5,,,
2615,CMS Info Systems,Employee Exp. Ann.,22.9%,13%,135.4,135.4,130.7,91,73,75,73.6,64.4,70.6,,,
2616,CMS Info Systems,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
2617,CMS Info Systems,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
2618,CMS Info Systems,EBITDA Ann.,16.5%,20.9%, ,611.1,617.3,508.4,386.6,276.3,236.2,166.2,137.3,,,
2619,CMS Info Systems,EBITDA Ann. margin %,-0.3%,5.9%, ,26.98%,29.05%,29.38%,27.20%,24.13%,20.22%,18.05%,18.14%,,,
2620,CMS Info Systems,Interest Ann.,4.7%,19.7%,16.2,16.2,16.1,19.1,14.1,7.7,6.6,0.3,0.8,,,
2621,CMS Info Systems,Depr.,20.8%,26.2%,154.5,154.5,142.3,124.2,87.6,58.1,48.2,25.8,20.8,,,
2622,CMS Info Systems,PBT Ann.,15.6%,19.4%,440.4,440.4,458.9,365.1,284.9,210.6,181.4,140.1,115.7,,,
2623,CMS Info Systems,Tax Ann.,16%,15.7%,111.5,111.5,104.7,89.7,71.5,58.9,53.7,48.9,39.5,,,
2624,CMS Info Systems,PAT Before ExtraOrdinary Items Ann.,15.5%,20.8%, ,328.9,354.2,275.4,213.5,151.7,127.7,91.2,76.2,,,
2625,CMS Info Systems,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,,,
2626,CMS Info Systems,Net Profit Ann.,15.5%,20.8%,328.9,328.9,354.2,275.4,213.5,151.7,127.7,91.2,76.2,,,
2627,CMS Info Systems,NPM Ann. %,-0.8%,6.1%, ,14.79%,17.30%,16.16%,15.16%,13.41%,10.98%,10.09%,10.26%,,,
2628,CMS Info Systems,EPS Adj. latest Ann.,15.4%,20.7%, ,20,21.5,16.7,13,9.2,7.8,5.5,4.6,,,
2629,CMS Info Systems,Result Notes, , , ,Notes,Notes,Notes,Notes, , , , ,,,
2630,CMS Info Systems,Annual Reports, , , , ,,,, , , , ,,,
2631,Vivo Collaboration,Total Rev. Ann.,-24%,-10.3%,,5.8,6.8,8,13.2,14.9,10,9,,,,
2632,Vivo Collaboration,Operating Rev. Ann.,-41.2%,-23.6%,,2.6,5.2,7.7,12.8,14.9,10,9,,,,
2633,Vivo Collaboration,Other Income Ann.,100%,-,,3.2,1.6,0.3,0.4,0,0,0,,,,
2634,Vivo Collaboration,Operating Exp. Ann.,-,-,,-,7.4,7.4,7,10.1,9.1,8.9,,,,
2635,Vivo Collaboration,Operating Exp. Ann.,-,-,,-,7.4,7.4,7,10.1,9.1,8.9,,,,
2636,Vivo Collaboration,Operating Profit Ann.,-,-,,-,-2.2,0.3,5.9,4.8,0.9,0.1,,,,
2637,Vivo Collaboration,OPM Ann. %,-,-,,-,-31.89%,4.00%,44.49%,31.90%,8.83%,1.32%,,,,
2638,Vivo Collaboration,Total Exp. Ann.,0.5%,-5.1%,,7.1,7.5,7.5,7,10.4,9.2,9,,,,
2639,Vivo Collaboration,Other Exp. Ann.,10.1%,-4.4%,,0.8,0.7,0.9,0.6,1.8,1,0.8,,,,
2640,Vivo Collaboration,Employee Exp. Ann.,27%,14.3%,,4.3,3.8,3.1,2.1,2.5,2.2,2.3,,,,
2641,Vivo Collaboration,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
2642,Vivo Collaboration,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
2643,Vivo Collaboration,EBITDA Ann.,-,-,,-,-0.6,0.6,6.3,4.8,0.9,0.1,,,,
2644,Vivo Collaboration,EBITDA Ann. margin %,-,-,,-,-8.28%,7.76%,47.45%,32.04%,8.97%,1.54%,,,,
2645,Vivo Collaboration,Interest Ann.,-,-,,0,0,0,,0.3,0.1,0.1,,,,
2646,Vivo Collaboration,Depr.,-,-,,0.1,0.1,0.1,,0,0,0,,,,
2647,Vivo Collaboration,PBT Ann.,-,-,,-1.3,-0.7,0.5,6.3,4.5,0.8,0.1,,,,
2648,Vivo Collaboration,Tax Ann.,-,-,,,,0.2,1.6,1.3,0.2,0,,,,
2649,Vivo Collaboration,PAT Before ExtraOrdinary Items Ann.,-,-,,-1.3,-0.7,0.4,4.7,3.2,0.6,0,,,,
2650,Vivo Collaboration,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,-,,,,
2651,Vivo Collaboration,Net Profit Ann.,-,-,,-1.3,-0.7,0.4,4.7,3.2,0.6,0,,,,
2652,Vivo Collaboration,NPM Ann. %,-,-,,-48.67%,-12.90%,4.51%,36.47%,21.44%,5.79%,0.46%,,,,
2653,Vivo Collaboration,EPS Adj. latest Ann.,-,-,,-6.3,-3.3,1.7,23.2,15.8,2.9,0.2,,,,
2654,Vivo Collaboration,Annual Reports, , ,, , , , , , , ,,,,
2655,Brandbucket Media,Total Rev. Ann.,27.2%,35.7%,,,31.3,18.3,17.3,15.2,22.9,6.8,,,,
2656,Brandbucket Media,Operating Rev. Ann.,27.2%,35.7%,,,31.3,18.3,17.3,15.2,22.9,6.8,,,,
2657,Brandbucket Media,Other Income Ann.,-,-,,,,,,,,,,,,
2658,Brandbucket Media,Operating Exp. Ann.,26.3%,35.4%,,,29.6,17.3,16.8,14.7,22.3,6.5,,,,
2659,Brandbucket Media,Operating Exp. Ann.,26.3%,35.4%,,,29.6,17.3,16.8,14.7,22.3,6.5,,,,
2660,Brandbucket Media,Operating Profit Ann.,50.4%,41.5%,,,1.7,1,0.5,0.5,0.6,0.3,,,,
2661,Brandbucket Media,OPM Ann. %,20.8%,8.5%,,,5.48%,5.32%,2.60%,3.11%,2.42%,3.65%,,,,
2662,Brandbucket Media,Total Exp. Ann.,27.1%,35.7%,,,30.4,18,16.9,14.8,22.4,6.6,,,,
2663,Brandbucket Media,Other Exp. Ann.,14.5%,24.6%,,,0.3,0.2,0.2,0.2,0.2,0.1,,,,
2664,Brandbucket Media,Employee Exp. Ann.,44.2%,-,,,0.3,0.2,0.2,0.1,0.1,0,,,,
2665,Brandbucket Media,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
2666,Brandbucket Media,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
2667,Brandbucket Media,EBITDA Ann.,50.4%,41.5%,,,1.7,1,0.5,0.5,0.6,0.3,,,,
2668,Brandbucket Media,EBITDA Ann. margin %,20.8%,8.5%,,,5.48%,5.32%,2.60%,3.11%,2.42%,3.65%,,,,
2669,Brandbucket Media,Interest Ann.,-,-,,,,,,,,,,,,
2670,Brandbucket Media,Depr.,100%,51.6%,,,0.8,0.6,0.1,0.1,0.1,0.1,,,,
2671,Brandbucket Media,PBT Ann.,31%,35.1%,,,0.9,0.4,0.4,0.4,0.5,0.2,,,,
2672,Brandbucket Media,Tax Ann.,26%,14.9%,,,0.2,0.1,0.1,0.1,0.1,0.1,,,,
2673,Brandbucket Media,PAT Before ExtraOrdinary Items Ann.,32.6%,47.6%,,,0.7,0.3,0.2,0.3,0.4,0.1,,,,
2674,Brandbucket Media,Minority Interest Income Ann.,-,-,,,-,-,-,-,-,-,,,,
2675,Brandbucket Media,Net Profit Ann.,32.6%,47.6%,,,0.7,0.3,0.2,0.3,0.4,0.1,,,,
2676,Brandbucket Media,NPM Ann. %,4.7%,0.6%,,,2.19%,1.46%,1.35%,1.91%,1.54%,2.13%,,,,
2677,Brandbucket Media,EPS Adj. latest Ann.,44.2%,24.6%,,,0.3,0.1,0.1,0.1,0.2,0.1,,,,
2678,Brandbucket Media,Annual Reports, , ,,, , , , , , ,,,,
2679,Wherrelz IT Solutions,Total Rev. Ann.,229.2%,121.7%, ,10.7,8.7,0.6,0.3,0.2,0.2,0.2,,,,
2680,Wherrelz IT Solutions,Operating Rev. Ann.,229.2%,121.7%, ,10.7,8.6,0.6,0.3,0.2,0.2,0.2,,,,
2681,Wherrelz IT Solutions,Other Income Ann.,-,-, ,,0.1,0.1,0,,,0,,,,
2682,Wherrelz IT Solutions,Operating Exp. Ann.,-,-, ,-,8.6,0.7,0.9,0.2,0.2,0.2,,,,
2683,Wherrelz IT Solutions,Operating Exp. Ann.,-,-, ,-,8.6,0.7,0.9,0.2,0.2,0.2,,,,
2684,Wherrelz IT Solutions,Operating Profit Ann.,-,-, ,-,0,-0.1,-0.6,0,0.1,0,,,,
2685,Wherrelz IT Solutions,OPM Ann. %,-,-, ,-,0.22%,-11.14%,-189.36%,14.17%,20.75%,8.45%,,,,
2686,Wherrelz IT Solutions,Total Exp. Ann.,179.7%,150.4%, ,19.7,8.7,0.7,0.9,0.2,0.2,0.2,,,,
2687,Wherrelz IT Solutions,Other Exp. Ann.,265.3%,187.1%, ,19.5,8.3,0.3,0.4,0.1,0.1,0.1,,,,
2688,Wherrelz IT Solutions,Employee Exp. Ann.,-37%,0%, ,0.1,0.3,0.3,0.4,0.1,0.1,0.1,,,,
2689,Wherrelz IT Solutions,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
2690,Wherrelz IT Solutions,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
2691,Wherrelz IT Solutions,EBITDA Ann.,-,-, ,-,0.1,-0,-0.6,0,0.1,0,,,,
2692,Wherrelz IT Solutions,EBITDA Ann. margin %,-,-, ,-,1.48%,-3.16%,-186.16%,15.29%,22.24%,11.62%,,,,
2693,Wherrelz IT Solutions,Interest Ann.,-,-, ,,,,,,,,,,,
2694,Wherrelz IT Solutions,Depr.,-,-, ,0,0,0,0,0,0,0,,,,
2695,Wherrelz IT Solutions,PBT Ann.,-,-, ,-8.9,0.1,-0.1,-0.6,0,0,0,,,,
2696,Wherrelz IT Solutions,Tax Ann.,-,-, ,,,,,0,0,,,,,
2697,Wherrelz IT Solutions,PAT Before ExtraOrdinary Items Ann.,-,-, ,-8.9,0.1,-0.1,-0.6,0,0,0,,,,
2698,Wherrelz IT Solutions,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,,,,
2699,Wherrelz IT Solutions,Net Profit Ann.,-,-, ,-8.9,0.1,-0.1,-0.6,0,0,0,,,,
2700,Wherrelz IT Solutions,NPM Ann. %,-,-, ,-83.40%,1.13%,-8.56%,-198.80%,7.11%,14.50%,6.36%,,,,
2701,Wherrelz IT Solutions,EPS Adj. latest Ann.,-,-, ,-229.4,2.5,-1.3,-14.8,0.4,0.8,0.3,,,,
2702,Wherrelz IT Solutions,Annual Reports, , , , , ,,, , , ,,,,
2703,Clara Industries,Total Rev. Ann.,41.3%,, ,11,12.8,11.4,3.9,,,,,,,
2704,Clara Industries,Operating Rev. Ann.,42.9%,, ,10.8,12.7,11.4,3.7,,,,,,,
2705,Clara Industries,Other Income Ann.,14.5%,, ,0.3,0.1,0,0.2,,,,,,,
2706,Clara Industries,Operating Exp. Ann.,-,, ,-,6.2,5.8,2.4,,,,,,,
2707,Clara Industries,Operating Exp. Ann.,-,, ,-,6.2,5.8,2.4,,,,,,,
2708,Clara Industries,Operating Profit Ann.,-,, ,-,6.5,5.6,1.3,,,,,,,
2709,Clara Industries,OPM Ann. %,-,, ,-,50.48%,49.14%,32.33%,,,,,,,
2710,Clara Industries,Total Exp. Ann.,48.6%,, ,8.2,6.7,6,2.5,,,,,,,
2711,Clara Industries,Other Exp. Ann.,44.2%,, ,0.3,0.4,0.1,0.1,,,,,,,
2712,Clara Industries,Employee Exp. Ann.,-,, ,0.1,0.3,0.1,0,,,,,,,
2713,Clara Industries,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
2714,Clara Industries,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
2715,Clara Industries,EBITDA Ann.,-,, ,-,6.5,5.6,1.5,,,,,,,
2716,Clara Industries,EBITDA Ann. margin %,-,, ,-,51.19%,49.25%,38.11%,,,,,,,
2717,Clara Industries,Interest Ann.,-,, ,0.2,0.1,0.1,0,,,,,,,
2718,Clara Industries,Depr.,-,, ,0.3,0.4,0.1,0,,,,,,,
