,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
1168,Latent View Analytics,Cash Plus Cash Eqv. Begin Of Year Ann.,63.3%,104.2%,46.2,7.2,37.2,10.6,12.9,1.3,6.4,5.9,10,4.8,
1169,Latent View Analytics,Cash Plus Cash Eqv. End Of Year Ann.,-32.8%,-2.6%,11.3,46.2,7.2,37.2,10.6,12.9,1.3,6.4,5.9,10,
1170,Sapphire Foods,Cash from Operating Act. Ann.,24.4%,22.6%,461.7,422.1,413.9,239.7,115.1,166.7,28.3,-10.9,,,
1171,Sapphire Foods,PBT Ann.,-,-,-2.8,65.4,100.8,24.8,-96.7,-138.9,-42.1,-38.4,,,
1172,Sapphire Foods,Interest Ann.,16.3%,11.7%,104.9,93.6,79.5,66.7,65.7,60.2,16,1.4,,,
1173,Sapphire Foods,Tax Ann.,-,-,3.5,14.6,-125.3,,,,,-2.5,,,
1174,Sapphire Foods,Cash from Investing Act. Ann.,-,-,-294.5,-170.9,-253.6,-578.6,-70.5,-39.2,-297.4,-39.3,,,
1175,Sapphire Foods,Cash from Financing Act. Ann.,-,-,-191.1,-196.8,-178.4,342,-30.2,-129.1,262.5,18.6,,,
1176,Sapphire Foods,Net Cash Flow Ann.,-,-,-23.9,54.4,-18.1,3.1,14.4,-1.7,-6.6,-31.5,,,
1177,Sapphire Foods,Cash Plus Cash Eqv. Begin Of Year Ann.,33.7%,32.2%,74.6,20.2,34.2,31.2,16.8,18.5,25.1,56.6,,,
1178,Sapphire Foods,Cash Plus Cash Eqv. End Of Year Ann.,13.9%,24.7%,50.6,74.6,16.1,34.2,31.2,16.8,18.5,25.1,,,
1179,One97 Communications,Cash from Operating Act. Ann.,-,-43.1%,38.6,225.1,91.6,"-1,318",890.4,647.4,776.4,"-2,581.6",,,
1180,One97 Communications,PBT Ann.,-,-,-789,"-1,476.2","-1,855.8","-2,324.8","-1,046",413.4,182.3,"-1,471",,,
1181,One97 Communications,Interest Ann.,-25.9%,-11.4%,15.5,23.3,21.9,38.1,28.4,28.4,28,18.4,,,
1182,One97 Communications,Tax Ann.,-,-,,,,0.3,-220.4,145.4,54,-1,,,
1183,One97 Communications,Cash from Investing Act. Ann.,-,-,"-1,934.8",607.9,"2,945.9","-5,471.9","-2,418.2","-1,006",-731.3,"-4,266.7",,,
1184,One97 Communications,Cash from Financing Act. Ann.,-,-,-17.8,7.2,"-1,101","8,062.4","2,613.5",121.9,333.4,"6,400.8",,,
1185,One97 Communications,Net Cash Flow Ann.,-,-,"-1,914",840.2,"1,936.5","1,272.5","1,085.6",-236.7,378.5,-447.5,,,
1186,One97 Communications,Cash Plus Cash Eqv. Begin Of Year Ann.,-,38.6%,"3,843.1","3,002.9","1,066.4",-206.1,513.5,750.2,371.6,467.9,,,
1187,One97 Communications,Cash Plus Cash Eqv. End Of Year Ann.,21.8%,30.3%,"1,929.1","3,843.1","3,002.9","1,066.4","1,599.1",513.5,750.2,20.3,,,
1188,Suyog Gurbaxani Funicular,Cash from Operating Act. Ann.,-0.9%,-10%,3.6,-12,1,3.7,-6,6.1,1.4,,,,
1189,Suyog Gurbaxani Funicular,PBT Ann.,-,-,8.2,7.8,0,-6.9,-7.9,-1.9,-3.5,,,,
1190,Suyog Gurbaxani Funicular,Interest Ann.,16.7%,7.3%,2.7,7.1,1.6,1.7,2.1,1.9,1.9,,,,
1191,Suyog Gurbaxani Funicular,Tax Ann.,-,-,-0.5,2.3,-0.3,,,,,,,,
1192,Suyog Gurbaxani Funicular,Cash from Investing Act. Ann.,-,-,-0.1,0,-0.3,,-0.1,-0.9,-6.4,,,,
1193,Suyog Gurbaxani Funicular,Cash from Financing Act. Ann.,-,-,-3.5,12,-3.5,-1.1,6,-5.3,5.2,,,,
1194,Suyog Gurbaxani Funicular,Net Cash Flow Ann.,-66.2%,-,0.1,0.1,-2.8,2.6,-0,-0.1,0.2,,,,
1195,Suyog Gurbaxani Funicular,Cash Plus Cash Eqv. Begin Of Year Ann.,-30.7%,-24.2%,0.1,0.1,2.9,0.3,0.3,0.4,0.1,,,,
1196,Suyog Gurbaxani Funicular,Cash Plus Cash Eqv. End Of Year Ann.,-59%,-7.8%,0.2,0.1,0.1,2.9,0.3,0.3,0.4,,,,
1197,Sigachi Industries,Cash from Operating Act. Ann.,87.5%,24.5%,35.6,15.1,27.7,5.4,27.9,11.9,14.5,,,,
1198,Sigachi Industries,PBT Ann.,13.1%,22.7%,70.8,55.1,51.6,49,37.1,25.5,25.4,,,,
1199,Sigachi Industries,Interest Ann.,107.4%,37.2%,10.7,7,4.3,1.2,1.2,2.2,3.3,,,,
1200,Sigachi Industries,Tax Ann.,28.4%,35.8%,23.1,14.1,10,10.9,8.1,5,5.7,,,,
1201,Sigachi Industries,Cash from Investing Act. Ann.,-,-,-90.3,-158.3,-92.8,-62.9,-11.4,-6.8,-6,,,,
1202,Sigachi Industries,Cash from Financing Act. Ann.,-13.7%,87.5%,69.6,162.7,26.3,108.4,-8.8,3,-8.9,,,,
1203,Sigachi Industries,Net Cash Flow Ann.,-33.6%,13%,14.9,19.5,-38.9,50.9,7.7,8.1,-0.3,,,,
1204,Sigachi Industries,Cash Plus Cash Eqv. Begin Of Year Ann.,40.4%,89.8%,49.3,29.8,68.6,17.8,10.1,2,2.4,,,,
1205,Sigachi Industries,Cash Plus Cash Eqv. End Of Year Ann.,-2.2%,44.8%,64.2,49.3,29.8,68.6,17.8,10.1,2,,,,
1206,SJS Enterprises,Cash from Operating Act. Ann.,20.9%,11.4%,99.8,64.3,79.2,56.5,57.9,58.3,33.3,37.2,,,
1207,SJS Enterprises,PBT Ann.,17.6%,15.7%,112.9,88.6,78.7,69.5,64.2,54.4,51.2,70.6,,,
1208,SJS Enterprises,Interest Ann.,73.2%,11.6%,2.6,5.3,0.7,0.5,0.8,1.5,1,0.8,,,
1209,SJS Enterprises,Tax Ann.,5.9%,9.8%,20.9,21,19.9,17.6,16.4,13.1,14.7,23.3,,,
1210,SJS Enterprises,Cash from Investing Act. Ann.,-,-,-61.3,-107.4,-89.2,-60.2,-37.5,-32.4,-41.9,-46,,,
1211,SJS Enterprises,Cash from Financing Act. Ann.,-,-,-36.6,48,10.8,-13.1,-9.6,-18.2,8.9,6.8,,,
1212,SJS Enterprises,Net Cash Flow Ann.,-,-24.4%,1.9,5,0.8,-16.8,10.9,7.7,0.3,-2,,,
1213,SJS Enterprises,Cash Plus Cash Eqv. Begin Of Year Ann.,-20.6%,30.1%,10.8,5.7,4.8,21.6,10.8,2.9,2.6,4.6,,,
1214,SJS Enterprises,Cash Plus Cash Eqv. End Of Year Ann.,38.7%,3.5%,12.8,10.8,5.7,4.8,21.6,10.8,2.9,2.6,,,
1215,PB Fintech,Cash from Operating Act. Ann.,-,-,-102.9,42.6,-5,-56.7,70.8,-12.9,-198.9,-57.2,87.4,,
1216,PB Fintech,PBT Ann.,-,-4.5%,15,44.3,-74.2,-300.3,27.3,18.9,-6.4,-21.2,51.9,,
1217,PB Fintech,Interest Ann.,-37%,-26.5%,0.3,0.6,0.9,1.2,1.4,1.4,,,,,
1218,PB Fintech,Tax Ann.,-,-30.4%,1.5,8.1,,-0.6,8.3,9.2,9.4,25.5,-25.5,,
1219,PB Fintech,Cash from Investing Act. Ann.,-,-,315.7,95.3,-179.7,"-3,748.5","-1,282.9",-267,230.6,-462.6,-78.5,,
1220,PB Fintech,Cash from Financing Act. Ann.,-,-,-2.5,-3.5,-3.5,"3,641.8",776.1,"1,049.7",,512.7,,,
1221,PB Fintech,Net Cash Flow Ann.,-,-22.9%,210.3,134.5,-188.1,-163.4,-436,769.8,31.7,-7,8.9,,
1222,PB Fintech,Cash Plus Cash Eqv. Begin Of Year Ann.,-24.5%,28.3%,163.9,29.4,217.6,380.9,817,47.2,15.5,22.5,13.6,,
1223,PB Fintech,Cash Plus Cash Eqv. End Of Year Ann.,19.8%,-14.5%,374.2,163.9,29.4,217.6,380.9,817,47.2,15.5,22.5,,
1224,Fino Payments Bank,Cash from Operating Act. Ann.,-28.4%,-,76.2,56.8,-20.1,207.4,-32.2,-83.7,28.6,,,,
1225,Fino Payments Bank,PBT Ann.,36.4%,-,108.4,86.3,65.1,42.7,20.5,-32,-62.4,,,,
1226,Fino Payments Bank,Interest Ann.,87.3%,59%,100.6,78.9,47.4,15.3,9.5,9.9,5.5,,,,
1227,Fino Payments Bank,Tax Ann.,-,-,15.8,0.1,,,,,,,,,
1228,Fino Payments Bank,Cash from Investing Act. Ann.,-,-,-164.5,-103.8,-96.5,-64.3,-69,-30.5,-13.6,,,,
1229,Fino Payments Bank,Cash from Financing Act. Ann.,-28.8%,35.4%,126.9,278.6,184.4,352.2,70,27.9,35,,,,
1230,Fino Payments Bank,Net Cash Flow Ann.,-57.3%,-,38.6,231.6,67.8,495.4,-31.2,-86.3,50,,,,
1231,Fino Payments Bank,Cash Plus Cash Eqv. Begin Of Year Ann.,57.9%,22.4%,"1,065.6",833.9,766.2,270.8,302,388.3,338.3,,,,
1232,Fino Payments Bank,Cash Plus Cash Eqv. End Of Year Ann.,13%,29.6%,"1,104.2","1,065.6",833.9,766.2,270.8,302,388.3,,,,
1233,Nidan Laboratories,Cash from Operating Act. Ann.,-33.4%,-12.9%,2.3,-14.9,13.9,7.8,4.4,4.6,8.8,-1.3,,,
1234,Nidan Laboratories,PBT Ann.,-14.6%,32%,2.8,-2.4,4.8,4.5,3.3,0.7,0.2,0.2,,,
1235,Nidan Laboratories,Interest Ann.,-8%,-10.7%,2.1,2.2,2.2,2.7,3.5,3.7,4.8,3.7,,,
1236,Nidan Laboratories,Tax Ann.,-25%,-,0.8,0.9,1.3,1.9,1,,,,,,
1237,Nidan Laboratories,Cash from Investing Act. Ann.,-,-,-0.2,9.8,-3,-35.7,-3.2,-0,1,0.1,,,
1238,Nidan Laboratories,Cash from Financing Act. Ann.,-,-,-3,-0.5,-10.6,28.7,-1.2,-1.6,-5.7,1.5,,,
1239,Nidan Laboratories,Net Cash Flow Ann.,-,-,-1,-5.6,0.3,0.8,-0.1,3.1,4.1,0.2,,,
1240,Nidan Laboratories,Cash Plus Cash Eqv. Begin Of Year Ann.,-26.5%,-7.6%,2.9,8.4,8.1,7.3,7.4,4.3,0.2,-0,,,
1241,Nidan Laboratories,Cash Plus Cash Eqv. End Of Year Ann.,-38.3%,-23.8%,1.9,2.9,8.4,8.1,7.3,7.4,4.3,0.2,,,
1242,FSN E-Commerce,Cash from Operating Act. Ann.,25.6%,-,142.6,-31.2,-3.9,72,-84.1,-90.9,,,,,
1243,FSN E-Commerce,PBT Ann.,-7.2%,34.9%,97.3,90,80.6,121.7,44.8,21.8,,,,,
1244,FSN E-Commerce,Interest Ann.,10.2%,10.5%,7.9,6.9,7.5,5.9,4.1,4.8,,,,,
1245,FSN E-Commerce,Tax Ann.,-,-,-0.1,-27.1,19.3,18.2,8.6,6.7,,,,,
1246,FSN E-Commerce,Cash from Investing Act. Ann.,-,-,-146.1,-31.5,-37.9,-944.2,-67,74.6,,,,,
1247,FSN E-Commerce,Cash from Financing Act. Ann.,-79.4%,-41.1%,7.6,52.8,21.3,872.7,86.9,107.4,,,,,
1248,FSN E-Commerce,Net Cash Flow Ann.,101.7%,-46.2%,4.1,-9.8,-20.5,0.5,-64.3,91.2,,,,,
1249,FSN E-Commerce,Cash Plus Cash Eqv. Begin Of Year Ann.,-64.5%,-20.1%,1.4,11.3,31.8,31.3,95.5,4.3,,,,,
1250,FSN E-Commerce,Cash Plus Cash Eqv. End Of Year Ann.,-44.3%,-43.5%,5.5,1.4,11.3,31.8,31.3,95.5,,,,,
1251,Kotyark Industries,Cash from Operating Act. Ann.,-,-,31.1,-15.4,1.8,-2.9,2,-9.9,0.9,,,,
1252,Kotyark Industries,PBT Ann.,19.5%,95.1%,19.8,30.7,15.5,11.6,1.4,0.7,0.7,,,,
1253,Kotyark Industries,Interest Ann.,149.9%,73.2%,7.8,6.6,1.4,0.5,0.7,0.5,,,,,
1254,Kotyark Industries,Tax Ann.,25.3%,95.4%,5.7,8.4,4.1,2.9,0.4,0.2,0.2,,,,
1255,Kotyark Industries,Cash from Investing Act. Ann.,-,-,-6.4,-50.8,-29.8,-1,-1.5,-1.4,-3.7,,,,
1256,Kotyark Industries,Cash from Financing Act. Ann.,-,-,-25.9,67.4,27.5,4.2,-0.3,11.2,2.8,,,,
1257,Kotyark Industries,Net Cash Flow Ann.,-,-,-1.2,1.3,-0.5,0.3,0.2,-0.1,-0,,,,
1258,Kotyark Industries,Cash Plus Cash Eqv. Begin Of Year Ann.,91.3%,69.5%,1.4,0.1,0.6,0.2,0,0.1,0.2,,,,
1259,Kotyark Industries,Cash Plus Cash Eqv. End Of Year Ann.,-30.7%,-,0.2,1.4,0.1,0.6,0.2,0,0.1,,,,
1260,Dynamic Services,Cash from Operating Act. Ann.,-,-,5.2,-12.7,-16.1,-26.1,5.3,-10.1,-18.6,,,,
1261,Dynamic Services,PBT Ann.,81.7%,-,17.4,12.2,12.2,2.9,1.4,0,0,,,,
1262,Dynamic Services,Interest Ann.,22.7%,-,4.8,3.1,2.8,2.6,3,,,,,,
1263,Dynamic Services,Tax Ann.,93.9%,-,5.1,3.6,2.5,0.7,0.4,0,,,,,
1264,Dynamic Services,Cash from Investing Act. Ann.,-,-,-99.7,-14,11.1,-1.5,-3,0.1,-5.4,,,,
1265,Dynamic Services,Cash from Financing Act. Ann.,67.3%,33%,94.1,20,4.9,20.1,-7.2,22.6,30.8,,,,
1266,Dynamic Services,Net Cash Flow Ann.,-,-,-0.4,-6.7,-0,-7.4,-4.8,12.7,6.8,,,,
1267,Dynamic Services,Cash Plus Cash Eqv. Begin Of Year Ann.,-67.6%,-40.7%,0.5,7.2,7.2,14.7,19.5,6.8,,,,,
1268,Dynamic Services,Cash Plus Cash Eqv. End Of Year Ann.,-76%,-65.2%,0.1,0.5,7.2,7.2,14.7,19.5,6.8,,,,
1269,Destiny Logistics & Infra,Cash from Operating Act. Ann.,-,83.8%,2.1,-9.1,-0.3,-1.5,-2.7,0.1,0.1,,,,
1270,Destiny Logistics & Infra,PBT Ann.,26%,104.8%,3.6,2.9,2.9,1.8,0.4,0.1,0.1,,,,
1271,Destiny Logistics & Infra,Interest Ann.,146.6%,71.9%,1.5,0.9,0.3,0.1,0.1,0.1,0.1,,,,
1272,Destiny Logistics & Infra,Tax Ann.,26%,-,1,0.8,0.8,0.5,0.1,0,0,,,,
1273,Destiny Logistics & Infra,Cash from Investing Act. Ann.,-,-,-11.5,-1.1,-7.9,-5.2,-0,,,,,,
1274,Destiny Logistics & Infra,Cash from Financing Act. Ann.,9.9%,-,9.3,10.5,8,7,2.7,-0.1,-0.1,,,,
1275,Destiny Logistics & Infra,Net Cash Flow Ann.,-,-,-0.1,0.4,-0.2,0.4,0,-0,,,,,
1276,Destiny Logistics & Infra,Cash Plus Cash Eqv. Begin Of Year Ann.,-,-,0.6,0.2,0.4,0,,0,0,,,,
1277,Destiny Logistics & Infra,Cash Plus Cash Eqv. End Of Year Ann.,14.5%,-,0.6,0.6,0.2,0.4,0,,0,,,,
1278,Samor Reality,Cash from Operating Act. Ann.,-,-,-24.7,-28.9,-12.7,-8.2,-2.3,0.9,5.4,,,,
1279,Samor Reality,PBT Ann.,-,-,-0.7,-0.5,0.2,0.2,0.1,-0.1,0.2,,,,
1280,Samor Reality,Interest Ann.,-,-,4.5,1.3,0.6,0,,,,,,,
1281,Samor Reality,Tax Ann.,-,-,-0.1,-0.2,0,0,0,0,0.1,,,,
1282,Samor Reality,Cash from Investing Act. Ann.,-,-,-0.9,-6,-10.3,0,-0,0.2,0,,,,
1283,Samor Reality,Cash from Financing Act. Ann.,44%,-,24.8,33.5,24.5,8.3,2.9,-1,-5.7,,,,
1284,Samor Reality,Net Cash Flow Ann.,-,-,-0.8,-1.4,1.5,0.2,0.6,0.1,-0.3,,,,
1285,Samor Reality,Cash Plus Cash Eqv. Begin Of Year Ann.,16.3%,-,1.1,2.5,1,0.7,0.1,0,0.3,,,,
1286,Samor Reality,Cash Plus Cash Eqv. End Of Year Ann.,-33.1%,24.6%,0.3,1.1,2.5,1,0.7,0.1,0,,,,
1287,CWD,Cash from Operating Act. Ann.,-13.7%,-,1.8,-3.5,-3.1,2.8,0.8,-1,-0.7,,,,
1288,CWD,PBT Ann.,-4.4%,63.5%,3.5,1.6,3,4,0.5,0.3,-0.5,,,,
1289,CWD,Interest Ann.,93.5%,48.6%,2.9,1.1,0.5,0.4,0.4,0.4,0.3,,,,
1290,CWD,Tax Ann.,-6.5%,-,0.9,0.5,0.8,1.1,-0.6,-0,,,,,
1291,CWD,Cash from Investing Act. Ann.,-,-,-2.7,-3.1,-2.5,-11.2,-1.3,-1.1,-0.4,,,,
1292,CWD,Cash from Financing Act. Ann.,20.2%,61.3%,22.9,11.2,1.5,13.2,0.4,2.1,1.1,,,,
1293,CWD,Net Cash Flow Ann.,65.9%,193.8%,21.9,4.5,-4.1,4.8,-0,0.1,0,,,,
1294,CWD,Cash Plus Cash Eqv. Begin Of Year Ann.,-,-,5.3,0.8,4.9,0,0.1,0,,,,,
1295,CWD,Cash Plus Cash Eqv. End Of Year Ann.,77.3%,207.1%,27.3,5.3,0.8,4.9,0,0.1,0,,,,
1296,Adishakti Loha & Ispat,Cash from Operating Act. Ann.,-,-,-9.7,-0.4,-0.6,-3,0.5,-2.9,0,,,,
1297,Adishakti Loha & Ispat,PBT Ann.,-,-,0.4,0.1,0.1,-0,0,-0,0,,,,
1298,Adishakti Loha & Ispat,Interest Ann.,-,-,0,,,0.2,,,,,,,
1299,Adishakti Loha & Ispat,Tax Ann.,-,-,0.1,0.1,0,-0,,0,,,,,
1300,Adishakti Loha & Ispat,Cash from Investing Act. Ann.,-,-,-0.4,0.4,0.6,0.4,0,,,,,,
1301,Adishakti Loha & Ispat,Cash from Financing Act. Ann.,72.1%,27.7%,10.2,,,2,-0,3,,,,,
1302,Adishakti Loha & Ispat,Net Cash Flow Ann.,-,14.9%,0.2,-0,-0,-0.6,0.5,0.1,0,,,,
1303,Adishakti Loha & Ispat,Cash Plus Cash Eqv. Begin Of Year Ann.,-,-,0,0,0.1,0.6,0.2,0,0,,,,
1304,Adishakti Loha & Ispat,Cash Plus Cash Eqv. End Of Year Ann.,26%,0%,0.2,0,0,0.1,0.6,0.2,0,,,,
1305,Bombay Metrics Supply,Cash from Operating Act. Ann.,-,-,-5.3,3.4,4.6,-3.8,-0.3,0.8,0.1,-0.4,,,
1306,Bombay Metrics Supply,PBT Ann.,48.5%,25.4%,5.9,4.6,3.9,1.8,1.9,1.9,1.3,0.6,,,
1307,Bombay Metrics Supply,Interest Ann.,-,-,1.2,0.2,0.3,0,,,0,,,,
1308,Bombay Metrics Supply,Tax Ann.,38.7%,26.2%,1.6,1.2,1.1,0.6,0.6,0.5,0.4,0.2,,,
1309,Bombay Metrics Supply,Cash from Investing Act. Ann.,-,-,-2.4,-4,-5.9,-0.4,-0.1,-0.1,-0.1,0.3,,,
1310,Bombay Metrics Supply,Cash from Financing Act. Ann.,21.6%,-,7.2,0.1,2.3,4,-0,-0,-0,0.1,,,
1311,Bombay Metrics Supply,Net Cash Flow Ann.,-,-,-0.4,-0.5,1,-0.2,-0.4,0.7,-0,,,,
1312,Bombay Metrics Supply,Cash Plus Cash Eqv. Begin Of Year Ann.,14.5%,43.1%,0.6,1.1,0.2,0.4,0.8,0.1,0.1,0.1,,,
1313,Bombay Metrics Supply,Cash Plus Cash Eqv. End Of Year Ann.,0%,-24.2%,0.2,0.6,1.2,0.2,0.4,0.8,0.1,0.1,,,
1314,Promax Power,Cash from Operating Act. Ann.,-13.6%,-,,2,-17.3,-4.6,3.1,-6.7,,,,,
1315,Promax Power,PBT Ann.,117.8%,50.6%,3.1,1.8,0.5,0.3,0.3,0.4,,,,,
1316,Promax Power,Interest Ann.,-,-,1.8,1.7,1.6,,,,,,,,
1317,Promax Power,Tax Ann.,100%,51.6%,0.8,0.4,-0.2,0.1,0.2,0.1,,,,,
1318,Promax Power,Cash from Investing Act. Ann.,-,-,,-4.6,2.2,0.1,-1.5,-1.8,,,,,
1319,Promax Power,Cash from Financing Act. Ann.,-,-,,4.6,14.7,5.1,-1.3,11.2,,,,,
1320,Promax Power,Net Cash Flow Ann.,-,-,-,2,-0.3,0.7,0.3,2.8,,,,,
1321,Promax Power,Cash Plus Cash Eqv. Begin Of Year Ann.,5.6%,-,,3.3,3.7,3,2.8,0,0,,,,
1322,Promax Power,Cash Plus Cash Eqv. End Of Year Ann.,20.9%,-,,5.3,3.3,3.7,3,2.8,0,,,,
1323,Aditya Birla Sun Life AMC,Cash from Operating Act. Ann.,8.5%,7.4%,701.9,683.5,468,549.9,502,492.3,286.6,302.6,276.5,,
1324,Aditya Birla Sun Life AMC,PBT Ann.,12%,13.7%,"1,238.7","1,002",788.4,882.3,685.4,652.2,648,484.3,334.8,,
1325,Aditya Birla Sun Life AMC,Interest Ann.,5.3%,0.7%,5.6,5.6,3.9,4.8,5.5,5.4,,,,,
1326,Aditya Birla Sun Life AMC,Tax Ann.,12.3%,13.5%,313.9,227.8,197.5,221.9,169.6,166.3,199.1,162.3,113.7,,
1327,Aditya Birla Sun Life AMC,Cash from Investing Act. Ann.,-,-,-307.1,-512.1,-134.4,-298.4,-339.7,-65.8,67.9,-65.3,-211.8,,
1328,Aditya Birla Sun Life AMC,Cash from Financing Act. Ann.,-,-,-397.8,-167.6,-333.7,-255,-161.6,-422.1,-360.6,-240.5,-60.2,,
1329,Aditya Birla Sun Life AMC,Net Cash Flow Ann.,-,-,-3,3.9,-0.1,-3.5,0.7,4.4,-6.1,-3.2,4.6,,
1330,Aditya Birla Sun Life AMC,Cash Plus Cash Eqv. Begin Of Year Ann.,1.3%,16.2%,10.4,6.5,6.6,10,9.4,4.9,11,14.2,9.6,,
1331,Aditya Birla Sun Life AMC,Cash Plus Cash Eqv. End Of Year Ann.,3.9%,-4.7%,7.4,10.4,6.5,6.6,10,9.4,4.9,11,14.2,,
1332,Shri Venkatesh Refineries,Cash from Operating Act. Ann.,-,-,1.1,-28.2,7.1,-20,-15.1,-2.3,3.2,-2.8,,,
1333,Shri Venkatesh Refineries,PBT Ann.,8.3%,52.2%,24.5,20.4,19.3,19.3,4.7,3,1.9,0.9,,,
1334,Shri Venkatesh Refineries,Interest Ann.,20.9%,22.1%,10.6,8.4,7.9,6,5.1,3.9,3,2.9,,,
1335,Shri Venkatesh Refineries,Tax Ann.,7.2%,51.6%,6.4,5.4,5,5.2,1.2,0.8,0.6,0.3,,,
1336,Shri Venkatesh Refineries,Cash from Investing Act. Ann.,-,-,-46.8,-4.9,-2,-0.8,-0.5,-4,-1.4,-1.9,,,
1337,Shri Venkatesh Refineries,Cash from Financing Act. Ann.,30.3%,47.4%,46,36.9,-5.1,20.8,15.7,6.6,-1.7,4.7,,,
1338,Shri Venkatesh Refineries,Net Cash Flow Ann.,-,0%,0.3,3.8,0,0,0.1,0.3,0,-0,,,
1339,Shri Venkatesh Refineries,Cash Plus Cash Eqv. Begin Of Year Ann.,79.2%,55.9%,4.6,0.9,0.9,0.8,0.8,0.5,0.5,0.5,,,
1340,Shri Venkatesh Refineries,Cash Plus Cash Eqv. End Of Year Ann.,75.9%,43.7%,4.9,4.6,0.9,0.9,0.8,0.8,0.5,0.5,,,
1341,Jainam Ferro Alloys,Cash from Operating Act. Ann.,-,-,-2,4,-0.8,-2.3,7.2,2.4,6.5,,,,
1342,Jainam Ferro Alloys,PBT Ann.,-27%,67.7%,14.6,8.3,31.4,37.5,4.3,1.1,4.1,,,,
1343,Jainam Ferro Alloys,Interest Ann.,21.6%,-4.8%,1.8,1.5,1.2,1,1.4,2.3,1.4,,,,
1344,Jainam Ferro Alloys,Tax Ann.,-26.3%,66.2%,3.8,2.2,8.1,9.5,1.2,0.3,1.2,,,,
1345,Jainam Ferro Alloys,Cash from Investing Act. Ann.,-,-,-0.9,-12.9,0.2,-1,-2.7,-0.8,1.1,,,,
1346,Jainam Ferro Alloys,Cash from Financing Act. Ann.,-22%,-,2.9,7.9,-1.9,6.1,-4.3,-1.9,-7.2,,,,
1347,Jainam Ferro Alloys,Net Cash Flow Ann.,-,-,-0.1,-0.9,-2.4,2.7,0.2,-0.3,0.4,,,,
1348,Jainam Ferro Alloys,Cash Plus Cash Eqv. Begin Of Year Ann.,-50%,-34%,0.1,1,3.5,0.8,0.6,0.8,0.5,,,,
1349,Jainam Ferro Alloys,Cash Plus Cash Eqv. End Of Year Ann.,-69.4%,-30.1%,0.1,0.1,1,3.5,0.8,0.6,0.8,,,,
1350,Getalong Enterprises,Cash from Operating Act. Ann.,-,,-0.7,6.8,-6.4,-3.5,0.6,,,,,,
1351,Getalong Enterprises,PBT Ann.,8.2%,,1.9,1.7,0.5,1.5,1.2,,,,,,
1352,Getalong Enterprises,Interest Ann.,26%,,0.2,0.1,0.1,0.1,,,,,,,
1353,Getalong Enterprises,Tax Ann.,-,,0,0.1,0.2,0.4,0.3,,,,,,
1354,Getalong Enterprises,Cash from Investing Act. Ann.,-,,1.4,-1.8,-1,-3.6,-1.8,,,,,,
1355,Getalong Enterprises,Cash from Financing Act. Ann.,-69.1%,,0.2,-5.1,7.2,6.8,1.8,,,,,,
1356,Getalong Enterprises,Net Cash Flow Ann.,-,,0.9,-0,-0.2,-0.3,0.6,,,,,,
1357,Getalong Enterprises,Cash Plus Cash Eqv. Begin Of Year Ann.,-,,0,0.1,0.2,0.6,,,,,,,
1358,Getalong Enterprises,Cash Plus Cash Eqv. End Of Year Ann.,65.1%,,0.9,0,0.1,0.2,0.6,,,,,,
1359,Paras Defence,Cash from Operating Act. Ann.,30.7%,-,28.6,-17.2,49.5,12.8,3.7,-2.2,-13.9,57.2,5.8,13.9,0.7
1360,Paras Defence,PBT Ann.,33.6%,31.5%,86.8,44.6,46.7,36.4,21.9,22.1,26.9,29.9,3,0.9,0.9
1361,Paras Defence,Interest Ann.,-11%,-10.9%,5.5,3.9,6.2,7.8,12.4,9.8,9.4,7.3,3.7,5.1,4.1
1362,Paras Defence,Tax Ann.,31.7%,59.5%,21.7,10.4,10.8,9.5,6.8,2.1,7.8,7.5,1,0.3,1.1
1363,Paras Defence,Cash from Investing Act. Ann.,-,-,-78.1,-20,9.5,-77.5,-6.2,-4.9,-9.6,-54.7,-2.9,-7.1,-1.9
1364,Paras Defence,Cash from Financing Act. Ann.,7.7%,57.3%,78,23.1,-45.1,62.4,5.3,8.1,23.3,-2.6,-6.6,-3.6,-2.6
1365,Paras Defence,Net Cash Flow Ann.,-,91.6%,28.4,-14.1,13.9,-2.4,2.8,1.1,-0.2,-0.2,-3.8,3.3,-3.9
1366,Paras Defence,Cash Plus Cash Eqv. Begin Of Year Ann.,-27.9%,71.9%,1.5,15.6,1.7,4,1.2,0.1,0.4,0.5,3.8,0.5,4.4
1367,Paras Defence,Cash Plus Cash Eqv. End Of Year Ann.,160.1%,90.2%,29.9,1.5,15.6,1.7,4,1.2,0.1,0.4,0,3.8,0.5
1368,Quadpro ITeS,Cash from Operating Act. Ann.,-,-11.6%,0.7,1.4,0.4,-0.7,2.4,1.3,-0,,,,
1369,Quadpro ITeS,PBT Ann.,-11.5%,17.6%,0.9,1.2,1.1,1.3,1,0.4,-0.9,,,,
1370,Quadpro ITeS,Interest Ann.,-,-,0,,0,0.1,0.2,0.4,0.5,,,,
1371,Quadpro ITeS,Tax Ann.,-20.6%,14.9%,0.2,0.4,0.3,0.4,0.3,0.1,-0.3,,,,
1372,Quadpro ITeS,Cash from Investing Act. Ann.,-,-,-2.2,-0.4,-10,-1.3,-0.9,-0.2,-0.5,,,,
