,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
21592,Energy-Mission,Quick Ratio Ann.,44.2%,24.6%,0.6,0.2,0.1,0.2,0.2,0.2,0.4,,,,
21593,Energy-Mission,Dividend Payout to NP Ann.,-,-,-,-,-,-,-,-,-,,,,
21594,Energy-Mission,Earning Retention Ann. %,-,-,-,,,,,,,,,,
21595,Energy-Mission,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
21596,Energy-Mission,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
21597,Energy-Mission,Valuation Ratio, , , , , , , , , ,,,,
21598,Energy-Mission,EnterpriseValue Ann.,-,-,247.8,,,,,,,,,,
21599,Energy-Mission,EV Per Net Sales Ann.,-,-,1.7,-,-,-,-,-,-,,,,
21600,Energy-Mission,,-,-,2.7,-,-,-,-,-,-,,,,
21601,Energy-Mission,EV Per EBITDA Ann.,-,-,11.4,-,-,-,-,-,-,,,,
21602,Energy-Mission,Market Cap Per Sales Ann.,-,-,1.5,-,-,-,-,-,-,,,,
21603,Energy-Mission,Retention Ratio Ann. %,-,-,-,,,,,,,,,,
21604,Energy-Mission,Earnings Yield Ann.,-,-,0.1,,,,,,,,,,
21605,Energy-Mission,Total Debt to Total Equity Ann.,-42.8%,-29.3%,0.3,0.9,0.9,1.6,1.8,1.7,1.3,,,,
21606,TBO Tek,BVSH Ann.,55%,-39.6%,72.3,30.3,24.8,19.4,946.9,896.3,,,,,
21607,TBO Tek,RoA Ann. %,-5.7%,-12.9%,4.02%,5.03%,6.38%,4.79%,2.35%,8.01%,,,,,
21608,TBO Tek,ROE Ann. %,-22.5%,-20.6%,7.23%,14.95%,19.99%,15.53%,5.18%,22.84%,,,,,
21609,TBO Tek,ROCE Ann. %,-16.4%,-18.2%,10.07%,22.25%,23.68%,17.25%,7.54%,27.47%,,,,,
21610,TBO Tek,Profitability Ratio, , , , , , , , ,,,,,
21611,TBO Tek,EBITDA Ann. Margin %,-7.4%,0.3%,17.93%,19.56%,19.55%,22.58%,24.83%,17.62%,,,,,
21612,TBO Tek,EBIT Ann. Margin %,-4.9%,0.5%,14.98%,15.97%,16.11%,17.42%,14.38%,14.59%,,,,,
21613,TBO Tek,PBT Ann. Margin %,-5.6%,-0.6%,13.54%,11.73%,14.67%,16.10%,13.22%,13.93%,,,,,
21614,TBO Tek,NPM Ann. %,-6.1%,-0.7%,9.86%,8.75%,10.86%,11.90%,9.10%,10.23%,,,,,
21615,TBO Tek,Asset Turnover Ann. %,0%,-,0.5,0.6,0.7,0.5,0.2,-,,,,,
21616,TBO Tek,Liquidity Ratio, , , , , , , , ,,,,,
21617,TBO Tek,Current Ratio Ann.,16.3%,8%,2.2,1.5,1.4,1.4,1.7,1.5,,,,,
21618,TBO Tek,Quick Ratio Ann.,16.3%,8%,2.2,1.5,1.4,1.4,1.7,1.5,,,,,
21619,TBO Tek,Dividend Payout to NP Ann.,-,-,,,-,-,-,-,,,,,
21620,TBO Tek,Earning Retention Ann. %,-,-,-,,,,,,,,,,
21621,TBO Tek,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
21622,TBO Tek,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
21623,TBO Tek,Valuation Ratio, , , , , , , , ,,,,,
21624,TBO Tek,EnterpriseValue Ann.,-,-,"12,377.3",,,,,,,,,,
21625,TBO Tek,EV Per Net Sales Ann.,-,-,21.5,-,-,-,-,-,,,,,
21626,TBO Tek,,-,-,16.7,-,-,-,-,-,,,,,
21627,TBO Tek,EV Per EBITDA Ann.,-,-,119.8,-,-,-,-,-,,,,,
21628,TBO Tek,Market Cap Per Sales Ann.,-,-,22.7,-,-,-,-,-,,,,,
21629,TBO Tek,Retention Ratio Ann. %,-,-,-,,,,,,,,,,
21630,TBO Tek,Earnings Yield Ann.,-,-,,,,,,,,,,,
21631,TBO Tek,Total Debt to Total Equity Ann., , , , ,0,0, , ,,,,,
21632,Aadhar Housing,BVSH Ann.,22.8%,-24.3%,147.6,112.6,93.6,79.7,68.2,594.8,341.9,285.6,,,
21633,Aadhar Housing,RoA Ann. %,8.3%,20.7%,3.92%,3.92%,3.27%,3.09%,2.49%,1.53%,1.71%,1.47%,,,
21634,Aadhar Housing,ROE Ann. %,0.4%,12.2%,14.32%,16.83%,14.73%,14.13%,12.62%,8.06%,18.86%,15.98%,,,
21635,Aadhar Housing,ROCE Ann. %,56.1%,33.6%,36.46%,43.30%,40.62%,9.58%,9.54%,8.56%,10.93%,9.34%,,,
21636,Aadhar Housing,Profitability Ratio, , , , , , , , , , ,,,
21637,Aadhar Housing,EBITDA Ann. Margin %,-1.2%,0.2%,76.36%,77.94%,77.04%,79.25%,81.26%,75.52%,79.46%,77.88%,,,
21638,Aadhar Housing,EBIT Ann. Margin %,-1.3%,0.2%,75.54%,77.11%,76.21%,78.47%,80.54%,74.68%,79.04%,77.43%,,,
21639,Aadhar Housing,PBT Ann. Margin %,4.1%,17.5%,37.77%,38.01%,34.88%,33.50%,27.89%,16.83%,18.99%,20.07%,,,
21640,Aadhar Housing,NPM Ann. %,3.8%,16.3%,29.35%,29.66%,27.31%,26.27%,21.93%,13.80%,13.08%,14.24%,,,
21641,Aadhar Housing,Asset Turnover Ann. %,26%,14.9%,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,,,
21642,Aadhar Housing,Liquidity Ratio, , , , , , , , , , ,,,
21643,Aadhar Housing,Current Ratio Ann.,-30.1%,-30.1%,1.4,1.3,1.3,4.1,5.2,8.4,2.7,0.4,,,
21644,Aadhar Housing,Quick Ratio Ann.,-30.1%,-30.1%,1.4,1.3,1.3,4.1,5.2,8.4,2.7,0.4,,,
21645,Aadhar Housing,Dividend Payout to NP Ann.,-,-,,,-,-,-,-,-,-,,,
21646,Aadhar Housing,Earning Retention Ann. %,-,-,-,,,,,,89.16%,93.25%,,,
21647,Aadhar Housing,Cash Earning Retention Ann. %,-,-,-,,,,,,89.50%,93.45%,,,
21648,Aadhar Housing,Cash Earning Retention Ann. %,-,-,-,,,,,,89.50%,93.45%,,,
21649,Aadhar Housing,Valuation Ratio, , , , , , , , , , ,,,
21650,Aadhar Housing,EnterpriseValue Ann.,-,-,"32,827",,,,,,,,,,
21651,Aadhar Housing,EV Per Net Sales Ann.,-,-,10.6,-,-,-,-,-,-,-,,,
21652,Aadhar Housing,,-,-,2.9,-,-,-,-,-,-,-,,,
21653,Aadhar Housing,EV Per EBITDA Ann.,-,-,13.8,-,-,-,-,-,-,-,,,
21654,Aadhar Housing,Market Cap Per Sales Ann.,-,-,5.9,-,-,-,-,-,-,-,,,
21655,Aadhar Housing,Retention Ratio Ann. %,-,-,-,,,,,,89.15%,93.24%,,,
21656,Aadhar Housing,Earnings Yield Ann.,-,-,0.1,,,,,,,,,,
21657,Aadhar Housing,Total Debt to Total Equity Ann.,-8.6%,-8.7%,2.6,3.1,3.3,3.4,3.9,4.1,9.6,8.9,,,
21658,Silkflex Polymers,BVSH Ann.,1.3%,,30.7,15.1,32.7,29.5,25,,,,,,
21659,Silkflex Polymers,RoA Ann. %,34.5%,,8.46%,10.09%,3.30%,3.48%,3.45%,,,,,,
21660,Silkflex Polymers,ROE Ann. %,28.4%,,19.65%,32.04%,9.62%,9.29%,8.83%,,,,,,
21661,Silkflex Polymers,ROCE Ann. %,7.2%,,21.48%,52.18%,21.12%,17.44%,15.10%,,,,,,
21662,Silkflex Polymers,Profitability Ratio, ,, , , , , ,,,,,,
21663,Silkflex Polymers,EBITDA Ann. Margin %,31.2%,,15.11%,12.38%,7.58%,6.69%,7.05%,,,,,,
21664,Silkflex Polymers,EBIT Ann. Margin %,35%,,14.63%,11.58%,6.42%,5.94%,6.80%,,,,,,
21665,Silkflex Polymers,PBT Ann. Margin %,52.4%,,11.72%,8.81%,3.15%,3.31%,2.92%,,,,,,
21666,Silkflex Polymers,NPM Ann. %,52.5%,,8.73%,6.59%,2.29%,2.46%,2.18%,,,,,,
21667,Silkflex Polymers,Asset Turnover Ann. %,-8.6%,,1.3,1.9,1.6,1.7,-,,,,,,
21668,Silkflex Polymers,Liquidity Ratio, ,, , , , , ,,,,,,
21669,Silkflex Polymers,Current Ratio Ann.,15.3%,,2.3,1,1.4,1.5,2.3,,,,,,
21670,Silkflex Polymers,Quick Ratio Ann.,44.2%,,1.2,0.3,0.3,0.4,0.9,,,,,,
21671,Silkflex Polymers,Dividend Payout to NP Ann.,-,,-,-,-,-,-,,,,,,
21672,Silkflex Polymers,Earning Retention Ann. %,-,,-,,,,,,,,,,
21673,Silkflex Polymers,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21674,Silkflex Polymers,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21675,Silkflex Polymers,Valuation Ratio, ,, , , , , ,,,,,,
21676,Silkflex Polymers,EnterpriseValue Ann.,-,,125.3,,,,,,,,,,
21677,Silkflex Polymers,EV Per Net Sales Ann.,-,,1.6,-,-,-,-,,,,,,
21678,Silkflex Polymers,,-,,2.5,-,-,-,-,,,,,,
21679,Silkflex Polymers,EV Per EBITDA Ann.,-,,10.4,-,-,-,-,,,,,,
21680,Silkflex Polymers,Market Cap Per Sales Ann.,-,,1.1,-,-,-,-,,,,,,
21681,Silkflex Polymers,Retention Ratio Ann. %,-,,-,,,,,,,,,,
21682,Silkflex Polymers,Earnings Yield Ann.,-,,0.1,,,,,,,,,,
21683,Silkflex Polymers,Total Debt to Total Equity Ann.,-10.6%,,1,1.4,1.5,1.4,1.2,,,,,,
21684,TGIF Agribusiness,BVSH Ann.,60.6%,,41.4,13.5,10,10,10,,,,,,
21685,TGIF Agribusiness,RoA Ann. %,-55.3%,,15.81%,22.32%,69.36%,176.76%,13.09%,,,,,,
21686,TGIF Agribusiness,ROE Ann. %,-59.9%,,16.23%,26.14%,73.94%,252.02%,14.80%,,,,,,
21687,TGIF Agribusiness,ROCE Ann. %,-59.4%,,17.11%,26.18%,74.24%,255.23%,15.11%,,,,,,
21688,TGIF Agribusiness,Profitability Ratio, ,, , , , , ,,,,,,
21689,TGIF Agribusiness,EBITDA Ann. Margin %,-1.4%,,60.31%,46.28%,60.75%,62.94%,29.55%,,,,,,
21690,TGIF Agribusiness,EBIT Ann. Margin %,-1.7%,,54.80%,43.88%,56.85%,57.73%,21.82%,,,,,,
21691,TGIF Agribusiness,PBT Ann. Margin %,-1.8%,,54.68%,43.82%,56.81%,57.70%,21.77%,,,,,,
21692,TGIF Agribusiness,NPM Ann. %,-3%,,51.98%,43.82%,56.62%,57.00%,21.37%,,,,,,
21693,TGIF Agribusiness,Asset Turnover Ann. %,-23.1%,,0.5,0.6,1.8,1.1,-,,,,,,
21694,TGIF Agribusiness,Liquidity Ratio, ,, , , , , ,,,,,,
21695,TGIF Agribusiness,Current Ratio Ann.,168.6%,,36.8,5.4,13.4,1.9,3.7,,,,,,
21696,TGIF Agribusiness,Quick Ratio Ann.,168.6%,,36.8,5.4,13.4,1.9,3.7,,,,,,
21697,TGIF Agribusiness,Dividend Payout to NP Ann.,-,,-,-,-,-,-,,,,,,
21698,TGIF Agribusiness,Earning Retention Ann. %,-,,-,,,,,,,,,,
21699,TGIF Agribusiness,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21700,TGIF Agribusiness,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21701,TGIF Agribusiness,Valuation Ratio, ,, , , , , ,,,,,,
21702,TGIF Agribusiness,EnterpriseValue Ann.,-,,19.1,,,,,,,,,,
21703,TGIF Agribusiness,EV Per Net Sales Ann.,-,,5.7,-,-,-,-,,,,,,
21704,TGIF Agribusiness,,-,,2.3,-,-,-,-,,,,,,
21705,TGIF Agribusiness,EV Per EBITDA Ann.,-,,9.5,-,-,-,-,,,,,,
21706,TGIF Agribusiness,Market Cap Per Sales Ann.,-,,7.2,-,-,-,-,,,,,,
21707,TGIF Agribusiness,Retention Ratio Ann. %,-,,-,,,,,,,,,,
21708,TGIF Agribusiness,Earnings Yield Ann.,-,,0.1,,,,,,,,,,
21709,TGIF Agribusiness,Total Debt to Total Equity Ann., ,, , , , , ,,,,,,
21710,Refractory Shapes,BVSH Ann.,-88.8%,,20.6,12.9,"16,686.4","14,769","11,898.6",,,,,,
21711,Refractory Shapes,RoA Ann. %,4%,,8.74%,7.85%,3.83%,7.78%,5.74%,,,,,,
21712,Refractory Shapes,ROE Ann. %,-11.5%,,13.45%,19.83%,11.49%,19.43%,13.14%,,,,,,
21713,Refractory Shapes,ROCE Ann. %,0.7%,,16.03%,21.63%,13.66%,15.71%,13.84%,,,,,,
21714,Refractory Shapes,Profitability Ratio, ,, , , , , ,,,,,,
21715,Refractory Shapes,EBITDA Ann. Margin %,4.4%,,19.30%,21.78%,12.19%,16.96%,15.57%,,,,,,
21716,Refractory Shapes,EBIT Ann. Margin %,-1%,,15.12%,17.00%,9.40%,15.59%,13.71%,,,,,,
21717,Refractory Shapes,PBT Ann. Margin %,-1.8%,,13.73%,13.17%,6.82%,14.50%,10.13%,,,,,,
21718,Refractory Shapes,NPM Ann. %,-2.9%,,10.29%,9.92%,5.04%,11.25%,7.48%,,,,,,
21719,Refractory Shapes,Asset Turnover Ann. %,7.7%,,1,0.8,0.9,0.8,-,,,,,,
21720,Refractory Shapes,Liquidity Ratio, ,, , , , , ,,,,,,
21721,Refractory Shapes,Current Ratio Ann.,20.1%,,2.6,1.3,1,1.5,3.1,,,,,,
21722,Refractory Shapes,Quick Ratio Ann.,5.3%,,1.4,0.6,0.7,1.2,2.7,,,,,,
21723,Refractory Shapes,Dividend Payout to NP Ann.,-,,-,-,-,-,-,,,,,,
21724,Refractory Shapes,Earning Retention Ann. %,-,,-,,,,,,,,,,
21725,Refractory Shapes,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21726,Refractory Shapes,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21727,Refractory Shapes,Valuation Ratio, ,, , , , , ,,,,,,
21728,Refractory Shapes,EnterpriseValue Ann.,-,,155.3,,,,,,,,,,
21729,Refractory Shapes,EV Per Net Sales Ann.,-,,2.6,-,-,-,-,,,,,,
21730,Refractory Shapes,,-,,3.2,-,-,-,-,,,,,,
21731,Refractory Shapes,EV Per EBITDA Ann.,-,,13.7,-,-,-,-,,,,,,
21732,Refractory Shapes,Market Cap Per Sales Ann.,-,,2.4,-,-,-,-,,,,,,
21733,Refractory Shapes,Retention Ratio Ann. %,-,,-,,,,,,,,,,
21734,Refractory Shapes,Earnings Yield Ann.,-,,0,,,,,,,,,,
21735,Refractory Shapes,Total Debt to Total Equity Ann.,-28.6%,,0.4,1.2,1.2,1.1,1,,,,,,
21736,Winsol Engineers,BVSH Ann.,-70.9%,,42.2,20.4,"4,369.5","1,719.7","1,192.8",,,,,,
21737,Winsol Engineers,RoA Ann. %,50.6%,,13.40%,22.26%,18.13%,3.92%,2.72%,,,,,,
21738,Winsol Engineers,ROE Ann. %,-9.6%,,23.31%,50.52%,59.28%,31.53%,20.72%,,,,,,
21739,Winsol Engineers,ROCE Ann. %,-2.1%,,31.26%,65.26%,64.00%,33.36%,20.90%,,,,,,
21740,Winsol Engineers,Profitability Ratio, ,, , , , , ,,,,,,
21741,Winsol Engineers,EBITDA Ann. Margin %,58.1%,,15.32%,17.09%,12.08%,3.88%,7.33%,,,,,,
21742,Winsol Engineers,EBIT Ann. Margin %,65.5%,,14.96%,16.59%,11.57%,3.30%,5.42%,,,,,,
21743,Winsol Engineers,PBT Ann. Margin %,79.4%,,14.09%,15.50%,10.57%,2.44%,3.17%,,,,,,
21744,Winsol Engineers,NPM Ann. %,79.2%,,10.25%,11.54%,7.92%,1.78%,2.23%,,,,,,
21745,Winsol Engineers,Asset Turnover Ann. %,-12.6%,,1.8,2.2,2.3,2.7,-,,,,,,
21746,Winsol Engineers,Liquidity Ratio, ,, , , , , ,,,,,,
21747,Winsol Engineers,Current Ratio Ann.,27.7%,,2.5,1.8,1.6,1.2,1.2,,,,,,
21748,Winsol Engineers,Quick Ratio Ann.,23.6%,,1.7,1.5,1.6,0.9,0.8,,,,,,
21749,Winsol Engineers,Dividend Payout to NP Ann.,-,,-,-,-,-,-,,,,,,
21750,Winsol Engineers,Earning Retention Ann. %,-,,-,,,,,,,,,,
21751,Winsol Engineers,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21752,Winsol Engineers,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21753,Winsol Engineers,Valuation Ratio, ,, , , , , ,,,,,,
21754,Winsol Engineers,EnterpriseValue Ann.,-,,212.9,,,,,,,,,,
21755,Winsol Engineers,EV Per Net Sales Ann.,-,,1.9,-,-,-,-,,,,,,
21756,Winsol Engineers,,-,,4.1,-,-,-,-,,,,,,
21757,Winsol Engineers,EV Per EBITDA Ann.,-,,12.6,-,-,-,-,,,,,,
21758,Winsol Engineers,Market Cap Per Sales Ann.,-,,1.8,-,-,-,-,,,,,,
21759,Winsol Engineers,Retention Ratio Ann. %,-,,-,,,,,,,,,,
21760,Winsol Engineers,Earnings Yield Ann.,-,,0.1,,,,,,,,,,
21761,Winsol Engineers,Total Debt to Total Equity Ann.,-51.9%,,0.3,0.6,1.2,2.7,3.4,,,,,,
21762,Finelistings Tech,BVSH Ann.,-54.8%,,39.1,20.4,13.9,424.1,497.8,,,,,,
21763,Finelistings Tech,RoA Ann. %,-,,-24.37%,23.00%,17.61%,-5.39%,-28.91%,,,,,,
21764,Finelistings Tech,ROE Ann. %,-,,-26.49%,33.60%,50.85%,-17.38%,-30.68%,,,,,,
21765,Finelistings Tech,ROCE Ann. %,-,,-23.99%,47.86%,71.03%,0.70%,-41.52%,,,,,,
21766,Finelistings Tech,Profitability Ratio, ,, , , , , ,,,,,,
21767,Finelistings Tech,EBITDA Ann. Margin %,-,,-17.10%,18.74%,18.24%,0.23%,-15.55%,,,,,,
21768,Finelistings Tech,EBIT Ann. Margin %,-,,-18.02%,18.31%,17.99%,0.04%,-15.96%,,,,,,
21769,Finelistings Tech,PBT Ann. Margin %,-,,-19.05%,17.28%,16.89%,-0.47%,-16.05%,,,,,,
21770,Finelistings Tech,NPM Ann. %,-,,-19.68%,12.77%,12.88%,-1.20%,-11.79%,,,,,,
21771,Finelistings Tech,Asset Turnover Ann. %,-36%,,1.7,1.5,2.4,6.5,-,,,,,,
21772,Finelistings Tech,Liquidity Ratio, ,, , , , , ,,,,,,
21773,Finelistings Tech,Current Ratio Ann.,92.7%,,9.3,3,1.5,1.3,13,,,,,,
21774,Finelistings Tech,Quick Ratio Ann.,89.5%,,6.8,1.3,1.3,1,6.4,,,,,,
21775,Finelistings Tech,Dividend Payout to NP Ann.,-,,-,-,-,-,-,,,,,,
21776,Finelistings Tech,Earning Retention Ann. %,-,,-,,,,,,,,,,
21777,Finelistings Tech,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21778,Finelistings Tech,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21779,Finelistings Tech,Valuation Ratio, ,, , , , , ,,,,,,
21780,Finelistings Tech,EnterpriseValue Ann.,-,,9.3,,,,,,,,,,
21781,Finelistings Tech,EV Per Net Sales Ann.,-,,0.5,-,-,-,-,,,,,,
21782,Finelistings Tech,,-,,0.6,-,-,-,-,,,,,,
21783,Finelistings Tech,EV Per EBITDA Ann.,-,,-2.8,-,-,-,-,,,,,,
21784,Finelistings Tech,Market Cap Per Sales Ann.,-,,0.5,-,-,-,-,,,,,,
21785,Finelistings Tech,Retention Ratio Ann. %,-,,-,,,,,,,,,,
21786,Finelistings Tech,Earnings Yield Ann.,-,,-0.4,,,,,,,,,,
21787,Finelistings Tech,Total Debt to Total Equity Ann.,-63.8%,,0.1,0.2,0.4,2.1, ,,,,,,
21788,Indegene,BVSH Ann.,-71.1%,-,78.8,43,35.9,"3,250","2,948",-20.7,"1,013.8",,,,
21789,Indegene,RoA Ann. %,-18.5%,2.8%,8.43%,11.30%,12.54%,15.60%,23.62%,7.35%,15.76%,,,,
21790,Indegene,ROE Ann. %,-22.2%,-,9.60%,14.45%,16.37%,20.41%,30.16%,"-1,022.58%",31.97%,,,,
21791,Indegene,ROCE Ann. %,-20%,-13.7%,12.48%,18.31%,21.07%,24.37%,33.55%,26.00%,24.45%,,,,
21792,Indegene,Profitability Ratio, , , , , , , , , ,,,,
21793,Indegene,EBITDA Ann. Margin %,1.8%,-3.9%,24.77%,20.87%,21.34%,23.48%,34.14%,30.22%,22.83%,,,,
21794,Indegene,EBIT Ann. Margin %,2.7%,-3.1%,22.37%,17.90%,18.19%,20.66%,30.70%,26.21%,21.42%,,,,
21795,Indegene,PBT Ann. Margin %,2.4%,12.4%,21.80%,17.27%,17.55%,20.30%,30.60%,12.13%,20.92%,,,,
21796,Indegene,NPM Ann. %,1.5%,11.8%,16.57%,13.18%,12.94%,15.85%,26.10%,9.47%,17.98%,,,,
21797,Indegene,Asset Turnover Ann. %,-16.4%,-4.9%,0.7,0.9,1.1,1.2,1,0.9,-,,,,
21798,Indegene,Liquidity Ratio, , , , , , , , , ,,,,
21799,Indegene,Current Ratio Ann.,19%,37.5%,6.4,3.8,4.2,3.8,4.2,1.3,1.4,,,,
21800,Indegene,Quick Ratio Ann.,19%,37.5%,6.4,3.8,4.2,3.8,4.2,1.3,1.4,,,,
21801,Indegene,Dividend Payout to NP Ann.,-,-,,,-,-,-,-,-,,,,
21802,Indegene,Earning Retention Ann. %,-,-,-,,,,,,,,,,
21803,Indegene,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
21804,Indegene,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
21805,Indegene,Valuation Ratio, , , , , , , , , ,,,,
21806,Indegene,EnterpriseValue Ann.,-,-,"13,714.9",,,,,,,,,,
21807,Indegene,EV Per Net Sales Ann.,-,-,12.5,-,-,-,-,-,-,,,,
21808,Indegene,,-,-,7.3,-,-,-,-,-,-,,,,
21809,Indegene,EV Per EBITDA Ann.,-,-,50.5,-,-,-,-,-,-,,,,
21810,Indegene,Market Cap Per Sales Ann.,-,-,12.7,-,-,-,-,-,-,,,,
21811,Indegene,Retention Ratio Ann. %,-,-,-,,,,,,,,,,
21812,Indegene,Earnings Yield Ann.,-,-,0,,,,,,,,,,
21813,Indegene,Total Debt to Total Equity Ann., , , , , , , ,-6.9,0.2,,,,
21814,Slone Infosystems,BVSH Ann.,95%,,74.1,34.2,11.4,10,10,,,,,,
21815,Slone Infosystems,RoA Ann. %,57.5%,,12.81%,20.06%,6.27%,3.28%,2.96%,,,,,,
21816,Slone Infosystems,ROE Ann. %,4.2%,,18.97%,31.68%,35.46%,16.75%,14.52%,,,,,,
21817,Slone Infosystems,ROCE Ann. %,33.2%,,27.53%,39.90%,24.69%,11.65%,8.70%,,,,,,
21818,Slone Infosystems,Profitability Ratio, ,, , , , , ,,,,,,
21819,Slone Infosystems,EBITDA Ann. Margin %,3.9%,,5.87%,11.29%,6.20%,5.24%,7.02%,,,,,,
21820,Slone Infosystems,EBIT Ann. Margin %,17.1%,,5.19%,9.74%,3.96%,3.23%,5.10%,,,,,,
21821,Slone Infosystems,PBT Ann. Margin %,37.5%,,4.99%,9.17%,2.84%,1.92%,3.18%,,,,,,
21822,Slone Infosystems,NPM Ann. %,33.4%,,3.51%,6.89%,2.47%,1.48%,2.50%,,,,,,
21823,Slone Infosystems,Asset Turnover Ann. %,29.3%,,5.4,3.7,2.6,2.5,-,,,,,,
21824,Slone Infosystems,Liquidity Ratio, ,, , , , , ,,,,,,
21825,Slone Infosystems,Current Ratio Ann.,15.9%,,2.8,3.1,1.6,1.8,2.1,,,,,,
21826,Slone Infosystems,Quick Ratio Ann.,-3.9%,,1.6,2.6,1.5,1.8,2.1,,,,,,
21827,Slone Infosystems,Dividend Payout to NP Ann.,-,,-,-,-,-,-,,,,,,
21828,Slone Infosystems,Earning Retention Ann. %,-,,-,,,,,,,,,,
21829,Slone Infosystems,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21830,Slone Infosystems,Cash Earning Retention Ann. %,-,,-,,,,,,,,,,
21831,Slone Infosystems,Valuation Ratio, ,, , , , , ,,,,,,
21832,Slone Infosystems,EnterpriseValue Ann.,-,,125.7,,,,,,,,,,
21833,Slone Infosystems,EV Per Net Sales Ann.,-,,0.6,-,-,-,-,,,,,,
21834,Slone Infosystems,,-,,3.2,-,-,-,-,,,,,,
21835,Slone Infosystems,EV Per EBITDA Ann.,-,,10.2,-,-,-,-,,,,,,
21836,Slone Infosystems,Market Cap Per Sales Ann.,-,,0.6,-,-,-,-,,,,,,
21837,Slone Infosystems,Retention Ratio Ann. %,-,,-,,,,,,,,,,
21838,Slone Infosystems,Earnings Yield Ann.,-,,0.1,,,,,,,,,,
21839,Slone Infosystems,Total Debt to Total Equity Ann.,-63.8%,,0.1,0.1,1.3,2.1,2.4,,,,,,
21840,Storage Technologies,BVSH Ann.,28.1%,-5.8%,32.6,12.5,18.6,15.5,54.3,43.9,34.3,14.7,12.5,9.3,7.5
21841,Storage Technologies,RoA Ann. %,-,-4.6%,4.89%,9.99%,2.67%,-3.03%,4.09%,6.20%,19.51%,3.24%,4.55%,4.68%,0.49%
21842,Storage Technologies,ROE Ann. %,-,-16.5%,8.89%,51.77%,16.49%,-16.79%,19.16%,21.87%,57.17%,14.93%,25.92%,19.08%,2.47%
21843,Storage Technologies,ROCE Ann. %,-,-13.8%,17.40%,65.86%,21.64%,-2.07%,24.01%,36.50%,73.81%,18.78%,25.60%,17.50%,6.28%
21844,Storage Technologies,Profitability Ratio, , , , , , , , , , , , , 
21845,Storage Technologies,EBITDA Ann. Margin %,60.9%,8.9%,9.96%,13.82%,5.68%,2.39%,5.69%,6.49%,11.05%,5.80%,5.62%,6.13%,3.54%
21846,Storage Technologies,EBIT Ann. Margin %,-,11.3%,8.05%,11.58%,3.50%,-0.32%,3.63%,4.71%,9.69%,3.21%,3.86%,2.97%,0.80%
21847,Storage Technologies,PBT Ann. Margin %,-,5%,5.58%,8.98%,1.71%,-1.39%,3.07%,4.38%,9.21%,2.02%,2.06%,2.16%,0.26%
21848,Storage Technologies,NPM Ann. %,-,8.3%,3.94%,6.53%,1.19%,-1.25%,2.10%,2.64%,6.51%,1.62%,1.73%,1.75%,0.21%
21849,Storage Technologies,Asset Turnover Ann. %,-16.4%,-13.6%,1.4,1.9,2.6,2.4,2.4,2.9,3.6,1.9,3.4,2.7,-
21850,Storage Technologies,Liquidity Ratio, , , , , , , , , , , , , 
21851,Storage Technologies,Current Ratio Ann.,24.1%,13.8%,2.1,1.1,1.1,1.1,1,1.1,1.3,1.1,1.3,1.1,0.9
21852,Storage Technologies,Quick Ratio Ann.,28.6%,16.3%,1.7,0.9,0.9,0.8,0.9,0.8,0.9,0.8,1.1,0.7,0.5
21853,Storage Technologies,Dividend Payout to NP Ann.,-,-,-,-,-,-,-,-,-,-,-,-,-
21854,Storage Technologies,Earning Retention Ann. %,-,-,-,,,,,,,,,,
21855,Storage Technologies,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
21856,Storage Technologies,Cash Earning Retention Ann. %,-,-,-,,,,,,,,,,
21857,Storage Technologies,Valuation Ratio, , , , , , , , , , , , , 
21858,Storage Technologies,EnterpriseValue Ann.,-,-,108.2,,,,,,,,,,
21859,Storage Technologies,EV Per Net Sales Ann.,-,-,1.2,-,-,-,-,-,-,-,-,-,-
21860,Storage Technologies,,-,-,2.4,-,-,-,-,-,-,-,-,-,-
21861,Storage Technologies,EV Per EBITDA Ann.,-,-,11.5,-,-,-,-,-,-,-,-,-,-
21862,Storage Technologies,Market Cap Per Sales Ann.,-,-,1.1,-,-,-,-,-,-,-,-,-,-
